TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectB - TIM - 2107,Requirements Spec 0017 (SUROM updates to PROM based boot loader) is of poor quality and readability,4,"This entire document appears to have been rushed through the baseline approval process as it is lacking in background information as to the reason for the SUROM updates. Also, there are technical pictures embedded in the rqeuirements tracking section (section 5.0) that don't belong in that section. The readability of this artifact is poor. IV&V also questions the completeness of the SUROM updates as there are only 5 requirements supporting the updates.",5/24/2005
ProjectB - TIM - 2106,Incomplete updates to affected requirement specs caused by Main Processor PROM based boot loader,2,"In section 7.2 Detailed PROM Based Boot Loader Operations, there is a paragraph that states the following: The functionality implemented by the Command Ingest and Telemetry Output tasks are far too large, and complicated to be implemented in the Main Processor PROM based boot loader. Therefore, these functions are implemented on the S/COMM SDN. The Bus Controller and Software Manager functions (load, and dump memory) is implemented by the main processor PROM based boot loader. IV&V expects to see PROM based boot loader updates to the S/Comm SDN, Command Ingest and Telemetry Output requirement specs as needed to incorporate the new functionality.",5/24/2005
ProjectB - TIM - 2104,S-Comm - unused word os_object_table_end,4,\fsw\cpu\scomm\all\config\osobjtab.c os_object_table_end defined at Line 137,5/19/2005
ProjectB - TIM - 2103,S-Comm - Unused structure type,4,\fsw\platform\sdn\inc\osprocessor.h MCF_EXCEPT_STACK_FRAME at Line 58,5/19/2005
ProjectB - TIM - 2102,S-Comm - unused structure member vector,4,"\fsw\fsw\platform\sdn\hal\ospci.c In structure OS_PCIInfo_t, vector is not used. vector is defined at Line 289.",5/19/2005
ProjectB - TIM - 2101,S-Comm - unused structure member config_endian,4,"\fsw\platform\sdn\hal\ospci.c Structure Name and Structure Member: In structure type OS_PciExpectedTargets_t, config_endian is not used. config_endian is defined at Line 296",5/19/2005
ProjectB - TIM - 2100,S-Comm - Unused parameters in function OS_TaskCreate file osapi.c,4,"\fsw\osapi\rtems\osal\osapi.c Function: OS_TaskCreate Arguments: task_name, stack_pointer, and flags parameter are not used at Line 295",5/19/2005
ProjectB - TIM - 2099,S-Comm - unused parameter in function OS_BinSemCreate file osapi.c,4,"\fsw\osapi\rtems\osal\osapi.c Function: OS_BinSemCreate Arguments: sem_name variable, sem_initial_value variable, and the options variable are unused parameters at line 783",5/19/2005
ProjectB - TIM - 2098,S-Comm - unused parameter in function OS_QueueCreate file osapi.c,4,\fsw\osapi\rtems\osal\osapi.c Function OS_QueueCreate Arguments queue_name and flags variables are not used at Line 487,5/19/2005
ProjectB - TIM - 2097,S-Comm - unused parameter in function MatrixMxNd_Mult file matmxnd.c,4,\fsw\shared\math\matmxnd.c Function MatrixMxNd_Mult Unused argument RightRowSize line 137,5/19/2005
ProjectB - TIM - 2096,S-Comm - unused parameter in rtems.c rtems_task_argument,4,\fsw\platform\sdn\bsp\rtems.c Function rtems_task_Init ignored variable is not used Line 126 The ignored variable is rtems_task_argument,5/19/2005
ProjectB - TIM - 2095,S-Comm - Multiple copies of the same file defined in the build - osexception.c,4,"osexception.c is in two directory locations. This may be more of a ""Build"" issue, rather than a ""Code"" issue. \fsw\cpu\scomm\all\config\osexception.c \fsw\platform\sdn\dev\osexception.c",5/19/2005
ProjectB - TIM - 2094,SDN S-Comm - Duplicate Macros - NULL causes macro clash,3,"NULL is multiply defined in ostypes.h Line 99 and system.h Line 129. Both defines correctly check to see if NULL has already been defined, but the define in ostypes.h should undefine NULL and reset its definition because the two definitions of NULL are different. system.h is a file that was not included in the received build. The build system.h file should be checked to see if NULL is defined as zero. Defined in \fsw\shared\inc\ostypes.h and missing\rtems\system.h ""1) Defined in \fsw\shared\inc\ostypes.h: #ifndef NULL #define NULL ((void *) 0) #endif 2) Defined in system.h: #ifndef NULL #define NULL 0 #endif 3) Defined in types.h: #ifndef NULL # define NULL 0 #endif""",5/19/2005
ProjectB - TIM - 2093,SDN S-Comm - Duplicate Macros - MBAR causes macro clash,3,"MBAR is multiply defined in osprocessor.h Line 73 and bsp.h Line 70. bsp.h is a file that was not included in the received build. The build bsp.h file should be checked to see if MBAR is defined. Defined in \fsw\platform\sdn\inc\osprocessor.h and missing\bsp.h ""1) Defined in \fsw\platform\sdn\inc\osprocessor.h: #define MBAR 0x10000000 2) Defined in bsp.h: #define MBAR (BSP_MEM_ADDR_IMM)""",5/19/2005
ProjectB - TIM - 2092,S-Comm - Duplicate Macros - SET_BIT causes macro clash,3,"SET_BIT is multiply defined in sb_li.c Line 35, ul.h Line 66, and dlmain.c Line 109 Defined in \fsw\cpu\scomm\a\config\sb_li.c, \fsw\cpu\scomm\tasks\ul\ul.h, \fsw\cpu\scomm\tasks\dl\dlmain.c ""1) Defined in sb_li.c: #define SET_BIT(r) (DBIT((r) % 32)) 2) Defined in ul.h: #define SET_BIT(i,x) ((i) |= BIT(x)) 3) Defined in dlmain.c: #define SET_BIT(i,x) ((i) |= BIT(x))""",5/19/2005
ProjectB - TIM - 2091,S-Comm - Duplicate Macros - BIT cause macro clash,3,"The Macro, BIT, is defined in numerous places. ) Defined in \fsw\cpu\scomm\tasks\ul\ul.h: #define BIT(x) (1 << (x)) 2) Defined in \fsw\cpu\scomm\tasks\dl\dlmain.c: #define BIT(x) (1 << (x)) 3) Defined in \fsw\shared\inc\ccsds_vcdu.h: #define BIT(x) (1 << (x)) 4) Defined in \fsw\cpu\scomm\a\config\sb_si.c: #undef BIT #define BIT(x) (11 << (x))",5/19/2005
ProjectB - TIM - 2090,SDN S-Comm - Array-out-of-bounds violation - OS_BinSemCreate - Line 795,4,"osids.h: typedef enum { OS_RT_SEM_ID, OS_TIME_1HZ_SEM_ID, OS_DL_SEM_ID, OS_UL_SEM_ID, OS_AP_SEM_ID, OS_UL_FIFO_SEM_ID, OS_UL_FIFO_START_SEM_ID, OS_NUM_OF_SEMAPHORES } os_semaphore_index_type; \fsw\osapi\rtems\osal\osapi.c: sem_t os_semaphore_blocks_array[OS_NUM_OF_SEMAPHORES] ; Function: OS_BinSemCreate Line 795: return_code = sem_init((sem_t *)&(os_semaphore_blocks_array[sem_id]),",5/19/2005
ProjectB - TIM - 2089,SDN S-Comm - Array-out-of-bounds violation - OS_BinSemCreate - Line 790,2,"osids.h: typedef enum { OS_RT_SEM_ID, OS_TIME_1HZ_SEM_ID, OS_DL_SEM_ID, OS_UL_SEM_ID, OS_AP_SEM_ID, OS_UL_FIFO_SEM_ID, OS_UL_FIFO_START_SEM_ID, OS_NUM_OF_SEMAPHORES } os_semaphore_index_type; \fsw\osapi\rtems\osal\osapi.c: sem_t os_semaphore_blocks_array[OS_NUM_OF_SEMAPHORES] ; Line 790: if((sem_id > OS_NUM_OF_SEMAPHORES) || (os_semaphore_blocks_array[sem_id] != 0) ) { return OS_ERROR; }",5/19/2005
ProjectB - TIM - 2087,SDN S-Comm - Array-out-of-bounds violation - OS_QueuePut - Line 705,2,Array 'os_queue_blocks_array' of size 26 declared at line 138 may use index value 26. This will also cause an array index out of bounds on line 513. osids.h #define OS_MAX_QUEUE_IDS 26 File: \fsw\osapi\rtems\osal\osapi.c Function: OS_QueuePut Line 138: rtems_id os_queue_blocks_array [OS_MAX_QUEUE_IDS] 702 /* 703 ** Check Parameters 704 */ 705 if( (queue_id > OS_MAX_QUEUE_IDS) || (os_queue_blocks_array[queue_id] == 0) ),5/19/2005
ProjectB - TIM - 2083,SDN S-Comm - Array out-of-bounds violation - OS_QueueGet - Line 576,2,Array 'os_queue_blocks_array' of size 26 declared at line 138 may use index value 26. This will also cause an array index out of bounds on line 513. osids.h #define OS_MAX_QUEUE_IDS 26 File: \fsw\osapi\rtems\osal\osapi.c Function: OS_QueueGet Line 138: rtems_id os_queue_blocks_array [OS_MAX_QUEUE_IDS] 573 /* 574 ** Check Parameters 575 */ 576 if( (queue_id > OS_MAX_QUEUE_IDS) || (os_queue_blocks_array[queue_id] == 0) ) { return OS_QUEUE_ID_ERROR; },5/19/2005
ProjectB - TIM - 2081,SDN S-Comm - Array out-of-bounds - OS_QueueCreate - Line 495,2,Array 'os_queue_blocks_array' of size 26 declared at line 138 may use index value 26. This will also cause an array index out of bounds on line 495. osids.h #define OS_MAX_QUEUE_IDS 26 File: \fsw\osapi\rtems\osal\osapi.c Function: OS_QueueCreate Line 138: rtems_id os_queue_blocks_array [OS_MAX_QUEUE_IDS]; 495 if( (queue_id > OS_MAX_QUEUE_IDS) || (os_queue_blocks_array[queue_id] != 0) ) { return OS_ERROR; },5/18/2005
ProjectB - TIM - 2078,SDN S-Comm - Array-out-of-bounds violation in OS_TaskCreate - Line 310,2,osids.h: 80 #define OS_MAX_TASK_IDS 20 File: \fsw\osapi\rtems\osal\osapi.c Function: OS_TaskCreate Lines: see below 135 sem_t os_semaphore_blocks_array[OS_NUM_OF_SEMAPHORES] ; ... Array 'os_task_blocks_array' of size 20 declared at line 137 may use index value 20. This also causes an array index out of bounds on line 310. 310 if( (task_id > OS_MAX_TASK_IDS) || (os_task_blocks_array[task_id] != 0) ),5/18/2005
ProjectB - TIM - 2077,SDN S-Comm - Array out-of-bounds in function OS_TaskSetPriority - Line 240,2,"osids.h: 80 #define OS_MAX_TASK_IDS 20 File: \fsw\osapi\rtems\osal\osapi.c Function: OS_TaskSetPriority Lines: see below 135 sem_t os_semaphore_blocks_array[OS_NUM_OF_SEMAPHORES] ; ... Array 'os_task_blocks_array' of size 20 declared at line 137 may use index value 20. This also causes an array index out of bounds on line 245. 240 if( (task_id > OS_MAX_TASK_IDS) || (os_task_blocks_array[task_id] == 0) ) 241 { 242 return OS_ERROR; 243 } 244 245 status = rtems_task_set_priority(os_task_blocks_array[task_id], new_priority, &old_pri);",5/18/2005
ProjectB - TIM - 2076,SDN S-Comm - unreachable code in OS_ADCGetRawSample function,3,"File: \fsw\platform\sdn\hal\osadc.c Function: OS_ADCGetRawSample Line: 217 ""The OsPerfLogExit function is unreachable due to the return_Success statement that is before it in the function"" 217 return OS_SUCCESS; 218 OS_PerfLogExit(OS_ADC_PERF_ID); 219 }",5/18/2005
ProjectB - TIM - 2075,SDN S-Comm - unreachable code in the function rtems.c,2,"There is unreachable code in the following fragment: Function: OS_get_reset_subtype File: \fsw\platform\sdn\bsp\rtems.c Line: 117 112 if(poweron_reset_bit != 0) 113 return OS_POWER_CYCLE; 114 else if(pushbutton_reset_bit != 0) 115 return OS_PUSH_BUTTON; 116 else if(pushbutton_reset_bit != 0) 117 return OS_HW_SPECIAL_COMMAND; 118 else 119 return 0xFF; The second else if condition will never be reached, it is the same as the first.",5/18/2005
ProjectB - TIM - 2074,SDN S-Comm - array out of bounds violation in file osapi.c - Line 1049,4,"In the file \fsw\cpu\scomm\all\inc\osids.h: Enumerated type with the following definition: (comments deleted) 112 typedef enum { OS_SB_SHARED_DATA_MUT_ID, OS_PCI_ACCESS_MUT_ID, OS_ADC_ACCESS_MUT_ID, OS_ADC_EXTERN_MUT_ID, OS_UL_Q_MUT_ID, OS_NUM_OF_MUTEXES } os_mutex_index_type; In the file \fsw\osapi\rtems\osal\osapi.c 136 pthread_mutex_t os_mutex_blocks_array[OS_NUM_OF_MUTEXES] ; sem_id may be 5 or greater in the function OS_MutSemCreate 1049 return_code = pthread_mutex_init((pthread_mutex_t *) &os_mutex_blocks_array[sem_id],&mutex_attr);",5/17/2005
ProjectB - TIM - 2073,SDN S-Comm - osapi.c - array-out-of-bounds violation for the variable sem_id - Line 1012,2,"In the file \fsw\cpu\scomm\all\inc\osids.h: Enumerated type with the following definition: (comments deleted) 112 typedef enum { OS_SB_SHARED_DATA_MUT_ID, OS_PCI_ACCESS_MUT_ID, OS_ADC_ACCESS_MUT_ID, OS_ADC_EXTERN_MUT_ID, OS_UL_Q_MUT_ID, OS_NUM_OF_MUTEXES } os_mutex_index_type; In the file \fsw\osapi\rtems\osal\osapi.c 136 pthread_mutex_t os_mutex_blocks_array[OS_NUM_OF_MUTEXES] ; There is a possibility that sem_id will be 5 or greater in the following code. In which case there will be an array-out-of-bounds violation. In the function OS_MutSemCreate ( 1012 if( (sem_id > OS_NUM_OF_MUTEXES) || os_mutex_blocks_array[sem_id] != 0) ) 1013 { 1014 #if ( OS_DEBUG_LEVEL >= 1 ) 1015 printf(""Error: semID is not init. or out of range = %d\n"",sem_id); 1016 #endif 1017 return OS_ERROR; 1018 }",5/13/2005
ProjectB - TIM - 2072,ace_biru_data_proc_conversion test scenario: Inconsistent verbiage in step 15.3 for assigning passing/failing status,4,"Step 15.3 Lines 2269-2271 To keep the style consistent with the format of the rest of the document, IV&V recommends adding the following instruction, ""If it does not, FAIL ACS requirement 2241.5.""",5/9/2005
ProjectB - TIM - 2071,ace_biru_data_proc_conversion test scenario: Unclear where requirement 2241 is verified in step 15.3,3,"Step 15.3 Line 2268 Requirement #2241 is included on the list of those tested in this step. This requirement reads, ""the ACS FSW shall validate IRU data"". What determines whether the IRU data is valid or invalid, i.e. what result(s) determine whether #2241 passes or fails in this step?",5/9/2005
ProjectB - TIM - 2070,ace_biru_data_proc_conversion test scenario: Possible incorrect requirement listed as being tested by step 15.3,3,"Step 15.3 Line 2266 Should requirement #2242.2, on the list of requirements tested, be 2242.4 instead?",5/9/2005
ProjectB - TIM - 2069,ace_biru_data_proc_conversion test scenario: Requirement 2243 b not properly assigned a passing/failing status in step 15.3,3,Step 15.3 Line 2266 Is this the point at which requirement #2243b should also be verified?,5/9/2005
ProjectB - TIM - 2068,ace_biru_data_proc_conversion test scenario: Requirement 2243 a not properly assigned a passing/failing status in step 15.2,3,Step 15.2 Line 2244 Is this the point at which requirement #2243a should also be verified?,5/9/2005
ProjectB - TIM - 2067,ace_biru_data_proc_conversion test scenario: Requirement 2243 b not properly assigned a passing/failing status in step 11.2,3,Step 11.2 Line 2137 Is this the point at which requirement #2243b should also be verified?,5/9/2005
ProjectB - TIM - 2066,ace_biru_data_proc_conversion test scenario: Requirement 2243 a not properly assigned a passing/failing status in step 11,3,Step 11 Line 2115 Is this the point at which requirement #2243a should also be verified?,5/9/2005
ProjectB - TIM - 2065,ace_biru_data_proc_validation test scenario: Requirement 2243 C does not appear to be assigned a failing or passing status,3,"Step 16.2 - Line 1255 Step 16.5 - Line 1364 Step 17.5 - Line 1495 The requirements tested section for these steps indicates 2243 C is tested. However, IV&V did not see any steps that assign a passing or failing status to 2243 C. For steps 16.2 and 16.5: IV&V assumes that if 2241.1, then so should 2243 C. Is that accurate? For step 17.5: IV&V assumes that if 2241.2 with the data validity flag fails, then so should 2243 C. Is that accurate?",5/9/2005
